sep=;
"Time";"APP: 3 - Node: 11";"APP: 3 - Node: 8860215";"APP: 4 - Node: 11880865";"APP: 4 - Node: 12";"APP: 2 - Node: 13";"APP: 2 - Node: 8860310";"APP: 1 - Node: 11879605";"APP: 1 - Node: 13"
"2020-10-09T12:44:20+02:00";null;null;null;null;null;null;6;null
"2020-10-09T12:44:21+02:00";6;6;6;null;null;null;null;4
"2020-10-09T12:44:22+02:00";null;null;null;6;7;6;null;null
"2020-10-09T12:44:25+02:00";null;null;null;null;null;null;6;null
"2020-10-09T12:44:26+02:00";7;6;6;null;null;null;null;6
"2020-10-09T12:44:27+02:00";null;null;null;6;7;6;null;null
"2020-10-09T12:44:30+02:00";null;null;null;null;null;null;7;5
"2020-10-09T12:44:31+02:00";7;6;6;7;null;null;null;null
"2020-10-09T12:44:32+02:00";null;null;null;null;6;6;null;null
"2020-10-09T12:44:35+02:00";null;null;null;null;null;null;6;7
"2020-10-09T12:44:36+02:00";7;6;6;7;null;null;null;null
"2020-10-09T12:44:37+02:00";null;null;null;null;7;6;null;null
"2020-10-09T12:44:40+02:00";null;null;null;null;null;null;6;null
"2020-10-09T12:44:41+02:00";7;6;6;7;null;null;null;7
"2020-10-09T12:44:42+02:00";null;null;null;null;0;6;null;null
"2020-10-09T12:44:45+02:00";null;null;null;null;null;null;7;7
"2020-10-09T12:44:46+02:00";6;6;null;null;null;6;null;null
"2020-10-09T12:44:47+02:00";null;null;6;7;6;null;null;null
"2020-10-09T12:44:51+02:00";6;6;null;null;7;6;7;0
"2020-10-09T12:44:52+02:00";null;null;6;0;null;null;null;null
"2020-10-09T12:44:55+02:00";null;null;null;null;null;null;7;0
